smiles,Drug_Name,norm,PubChem_ID
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,Quinaprilat,quinaprilat,107994
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,Rabeprazole,rabeprazole,5029
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,Ramelteon,ramelteon,208902
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,Ramiprilat,ramiprilat,5464096
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Reboxetine,reboxetine,127151
CCC(C)C1NC(=O)C2CSSCC(NC(=O)C(CC(C)C)NC(=O)C3CSSCC(NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(NC(=O)C(N)CC(C)C)C(C)O)C(C)O)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)N3)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)N3CCCC3C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc3ccccc3)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)O)C(C)CC)C(C)O)C(C)O)C(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(C)C)NC1=O)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)N2,Refludan,refludan,118856773
CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,Regadenoson,regadenoson,219024
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,Relugolix,relugolix,10348973
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,Repaglinide,repaglinide,65981
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,Rescinnamine,rescinnamine,5280954
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,Reserpine,reserpine,5770
C=CC1(C)CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,Retapamulin,retapamulin,6918462
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,Revefenacin,revefenacin,11753673
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Rifabutin,rifabutin,135398743
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Rifapentine,rifapentine,135403821
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Rifaximin,rifaximin,6436173
Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Rilpivirine,rilpivirine,6451164
CC(N)C12CC3CC(CC(C3)C1)C2,Rimantadine,rimantadine,5071
CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,Rimexolone,rimexolone,5311412
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,Riociguat,riociguat,11304743
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,Ripretinib,ripretinib,71584930
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,Risdiplam,risdiplam,118513932
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,Risedronic acid,risedronic acid,5245
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,Rizatriptan,rizatriptan,5078
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,Rocuronium bromide,rocuronium bromide,441351
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,Roflumilast,roflumilast,449193
CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Rolapitant,rolapitant,10311306
CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,Rolitetracycline,rolitetracycline,54682938
CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,Rotigotine,rotigotine,59227
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,Rucaparib,rucaparib,9931954
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,Rufinamide,rufinamide,129228
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,Rupatadine,rupatadine,133017
O=C(O)c1ccccc1O,Salicylic acid,salicylic acid,338
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,Salmeterol,salmeterol,5152
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,Salsalate,salsalate,5161
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,Secobarbital,secobarbital,5193
CC(C)CC(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1ncc[nH]1)C(C)O)C(C)O)C(=O)NC(C(=O)O)C(C)C,Secretin,secretin,16129665
C#CCN(C)C(C)Cc1ccccc1,Selegiline,selegiline,26757
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,Selexipag,selexipag,9913767
O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,Selinexor,selinexor,71481097
C=c1cc(C)[nH]c1=Cc1c(O)[nH]c2ccccc12,Semaxanib,semaxanib,5329098
CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,Silodosin,silodosin,5312125
CSCCC(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,Sincalide,sincalide,9833444
CCc1cc(C(C)=NOCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,Siponimod,siponimod,44599207
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Sitaxentan,sitaxentan,216235
O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,Solifenacin,solifenacin,154059
NC(=O)OCC(N)Cc1ccccc1,Solriamfetol,solriamfetol,10130337
Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,Sonidegib,sonidegib,24775005
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,Sparfloxacin,sparfloxacin,60464
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,Stavudine,stavudine,18283
C=Cc1ccccc1S(=O)(=O)O,Styrenesulfonic acid,styrenesulfonic acid,168625
O=C(O)C(S)C(S)C(=O)O,Succimer,succimer,2724354
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,Succinylcholine chloride,succinylcholine chloride,22475
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Sulfamethoxazole,sulfamethoxazole,5329
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Sulfisoxazole,sulfisoxazole,5344
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,Suvorexant,suvorexant,24965990
C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,Tacrolimus,tacrolimus,445643
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,Tafamidis,tafamidis,11001318
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1,Tafluprost,tafluprost,9868491
Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,Talazoparib,talazoparib,135565082
CCC(=O)NCC1CC1c1cccc2c1CCO2,Tasimelteon,tasimelteon,10220503
[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[CH-]=NCC(C)(C)OC.[Tc+6],Technetium tc-99m sestamibi,technetium tc-99m sestamibi,5384
Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Tedizolid phosphate,tedizolid,11476460
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)CC)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O)C(C)O)C(C)CC)C(C)O)C(C)CC,Teduglutide,teduglutide,16139605
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)CC)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O)C(C)O)C(C)CC)C(C)O)C(C)CC,Teduglutide recombinant,teduglutide recombinant,70683012
CCCCCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,Teichomycin,teichomycin,16129701
CCCCCCCCCCNCCNC1(C)CC(OC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c5ccc(c(Cl)c5)O4)c4ccc(O)c(c4)-c4c(cc(O)c(CNCP(=O)(O)O)c4O)C(C(=O)O)NC3=O)OC(CO)C(O)C2O)OC(C)C1O,Telavancin,telavancin,3081362
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,Telbivudine,telbivudine,159269
CCOC(=O)C(N)Cc1ccc(-c2cc(OC(c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,Telotristat ethyl,telotristat ethyl,25181577
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,Temazepam,temazepam,5391
Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,Temoporfin,temoporfin,60751
CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,Tenofovir disoproxil,tenofovir disoproxil,5481350
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,Tenoxicam,tenoxicam,54677971
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,Terazosin,terazosin,5401
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,Terbinafine,terbinafine,1549008
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Terconazole,terconazole,441383
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Terfenadine,terfenadine,5405
CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CO)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C,Teriparatide,teriparatide,16133850
CCC=CCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(N)=O)C(C)CC)C(C)C)C(C)O)C(C)CC,Tesamorelin,tesamorelin,16137828
CCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,Testosterone enanthate,testosterone enanthate,9416
C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c(O)cccc4C(C)(O)C3CC12,Tetracycline anion,tetracycline anion,27885548
CCCCCCCCCCCCCCOS(=O)(=O)[O-],Sodium tetradecyl sulfate,tetradecyl,23665770
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,Tetradecyl hydrogen sulfate (ester),tetradecyl hydrogen (ester),8771
NCCNCCNCCNCCN,Tetraethylenepentamine,tetraethylenepentamine,8197
[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[N-]=O,Tetrasodium;iron(3+);nitroxyl anion;pentacyanide,tetrasodium;iron(3+);nitroxyl anion;pentacyanide,49868142
CCOCCP(CCOCC)CCP(CCOCC)CCOCC,Tetrofosmin,tetrofosmin,4274
c1ccc2c(c1)CCCC2C1=NCCN1,Tetryzoline,tetryzoline,5419
c1ccc2[nH]c(-c3cscn3)nc2c1,Thiabendazole,thiabendazole,5430
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,Thiamine,thiamine,1130
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,Thioproperazine,thioproperazine,9429
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,Thioridazine,thioridazine,5452
S=P(N1CC1)(N1CC1)N1CC1,Thiotepa,thiotepa,5453
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,Thiothixene,thiothixene,5454
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,Tiagabine,tiagabine,60648
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,Tiaprofenic acid,tiaprofenic acid,5468
C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21C,Tibolone,tibolone,444008
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Tigecycline,tigecycline,54686904
O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O,Tiludronate disodium,tiludronate disodium,60936
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,Tinidazole,tinidazole,5479
O=C(O)C=Cc1ccccc1,Tinzaparin sodium,tinzaparin,8784
CC(S)C(=O)NCC(=O)O,Tiopronin,tiopronin,5483
CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,Tipranavir,tipranavir,54682461
CCCC1(CCc2ccccc2)CC([O-])=C(C(CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,Tipranavir disodium,tipranavir disodium,163296
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,Tivozanib,tivozanib,9911830
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,Tobramycin,tobramycin,36294
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,Tolbutamide,tolbutamide,5505
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Tolcapone,tolcapone,4659569
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,Tolterodine,tolterodine,443879
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,Torsemide,torsemide,41781
c1cc2c(c(NC3=NCCN3)c1)CCCC2,Tramazoline,tramazoline,5524
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCCC21,Trandolaprilat,trandolaprilat,5464097
NC1CC1c1ccccc1,Tranylcypromine,tranylcypromine,5530
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,Travoprost,travoprost,5282226
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,Triamcinolone,triamcinolone,31307
CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,Triamcinolone acetonide,triamcinolone acetonide,6436
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,Triamcinolone diacetate,triamcinolone diacetate,6216
CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,Triamcinolone hexacetonide,triamcinolone hexacetonide,21826
CN1C(=O)OC(C)(C)C1=O,Trimethadione,trimethadione,5576
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Trimethoprim,trimethoprim,5578
NC(CO)(CO)CO,Tromethamine,tromethamine,6503
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,Tropicamide,tropicamide,5593
CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,Tropisetron,tropisetron,656665
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Trovafloxacin,trovafloxacin,62959
NC(Cc1c[nH]c2ccccc12)C(=O)O,Tryptophan,tryptophan,6305
Cc1cc(Nc2ncnc3ccc(N=C4NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,Tucatinib,tucatinib,51039094
CC1C(c2ccccc2)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,Ubrogepant,ubrogepant,68748835
CC(=O)C1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C,Ulipristal,ulipristal,13559279
CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O,Unoprostone,unoprostone,5311236
CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)OC(C)C,Unoprostone isopropyl,unoprostone isopropyl,5282175
CCC1CN(C(=O)NCC(F)(F)F)CC1c1cnc2cnc3[nH]ccc3n12,Upadacitinib,upadacitinib,58557659
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,Urofollitropin,urofollitropin,62819
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,Ursodiol,ursodiol,31401
COc1cc2c(cc1OC)C1CC(OC(=O)C(N)C(C)C)C(CC(C)C)CN1CC2,Valbenazine,valbenazine,24795069
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Valdecoxib,valdecoxib,119607
CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,Valganciclovir,valganciclovir,135413535
CCCC(CCC)C(=O)[O-],Valproate sodium,valproate,16760703
CCCC(CCC)C(=O)O,Valproic acid,valproic acid,3121
CCCCC(=O)OCC(=O)C1(O)C=C2C(=O)c3c(c(O)c4c(OC)cccc4c3O)C(=O)C2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1,Valrubicin,valrubicin,454216
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,Vardenafil,vardenafil,135400189
c1cnc2cc3c(cc2n1)C1CNCC3C1,Varenicline,varenicline,170361
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1,Vecuronium bromide,vecuronium bromide,39764
COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,Vericiguat,vericiguat,54674461
O=C(Nc1ccc(CC2CCC(C(O)c3ccccc3)N2)cc1)C1CCc2nccc(=O)n21,Vibegron,vibegron,44472635
C=CC(N)CCC(=O)O,Vigabatrin,vigabatrin,5665
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,Vilazodone,vilazodone,6918314
CCOc1ccccc1OCC1CNCCO1,Viloxazine,viloxazine,5666
CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,Vinflunine,vinflunine,10629256
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Vismodegib,vismodegib,24776445
C=CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,Voclosporin,voclosporin,6918486
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,Voltaren,voltaren,5018304
O=C(CCCCCCC(O)=NO)Nc1ccccc1,Vorinostat,vorinostat,5311
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,Vortioxetine,vortioxetine,9966051
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,Voxelotor,voxelotor,71602803
