Drug_Name,Pattern,PubChem_ID,Source,norm
Zotarolimus,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)",TO_BE_FOUND,Pneumotox_only,zotarolimus
nab-paclitaxel,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)",TO_BE_FOUND,Pneumotox_only,nab-paclitaxel
rhDNase (inhaled),"VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",TO_BE_FOUND,Pneumotox_only,rhdnase (inhaled)
2-[1-methyl-5-(4-methylbenzoyl)pyrrol-2-yl]acetate,ADReCS: Respiratory signs and symptoms NEC,5508,ADReCS_only,2-[1-methyl-5-(4-methylbenzoyl)pyrrol-2-yl]
4-oxo-3-(3-oxo-1-phenylbutyl)chromen-2-olate,ADReCS: Thoracic disorders (excl lung and pleura),23690541,ADReCS_only,4-oxo-3-(3-oxo-1-phenylbutyl)chromen-2-olate
"4r,6r-dorzolamide",ADReCS: Bronchial disorders (excl neoplasms),92087,ADReCS_only,"4r,6r-dorzolamide"
"5-tert-butyl-2-methyl-1,3-benzodioxole",ADReCS: Asthma,135113,ADReCS_only,"5-tert-butyl-2-methyl-1,3-benzodioxole"
Sodium;oxido(oxo)azanium,ADReCS: Respiratory disorders NEC,4517618,ADReCS_only,;oxido(oxo)azanium
Abacavir succinate,ADReCS: Acute respiratory distress syndrome,9822500,ADReCS_only,abacavir succinate
Abarelix,ADReCS: Respiratory tract infections,16131215,ADReCS_only,abarelix
Abrocitinib,ADReCS: Asthma,Not Available,ADReCS_only,abrocitinib
Acalabrutinib,ADReCS: Acute pulmonary oedema,71226662,ADReCS_only,acalabrutinib
Acamprosate,ADReCS: Asthma,71158,ADReCS_only,acamprosate
Acarbose,ADReCS: Respiratory signs and symptoms NEC,444254,ADReCS_only,acarbose
Acetaminophen,ADReCS: Acute respiratory distress syndrome,1983,ADReCS_only,acetaminophen
Acetohydroxamic acid,ADReCS: Pulmonary embolism,1990,ADReCS_only,acetohydroxamic acid
Acetyl sulfisoxazole,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),6662,ADReCS_only,acetyl sulfisoxazole
Acetylcholine chloride,ADReCS: Respiratory disorders NEC,6060,ADReCS_only,acetylcholine chloride
Acetylcysteine,ADReCS: Asthma,12035,ADReCS_only,acetylcysteine
Acetylsalicylic acid,ADReCS: Acute respiratory distress syndrome,2244,ADReCS_only,acetylsalicylic acid
Acipimox,ADReCS: Bronchial disorders (excl neoplasms),5310993,ADReCS_only,acipimox
Aclidinium,ADReCS: Asthma,11434515,ADReCS_only,aclidinium
Aclidinium bromide,ADReCS: Bronchial disorders (excl neoplasms),11519741,ADReCS_only,aclidinium bromide
Activated charcoal,ADReCS: Bronchial disorders (excl neoplasms),5462310,ADReCS_only,activated charcoal
Adapalene,ADReCS: Pulmonary embolism,60164,ADReCS_only,adapalene
Adefovir dipivoxil,ADReCS: Thoracic disorders (excl lung and pleura),60871,ADReCS_only,adefovir dipivoxil
Agalsidase beta,ADReCS: Bronchial disorders (excl neoplasms),52918379,ADReCS_only,agalsidase beta
Agomelatine,ADReCS: Respiratory tract infections,82148,ADReCS_only,agomelatine
Airduo respiclick,ADReCS: Bronchial disorders (excl neoplasms),56841124,ADReCS_only,airduo respiclick
Albendazole,ADReCS: Respiratory signs and symptoms NEC,2082,ADReCS_only,albendazole
Albiglutide,ADReCS: Respiratory tract infections,145994868,ADReCS_only,albiglutide
Albumin (human),ADReCS: Lower respiratory tract disorders (excl obstruction and infection),Not Available,ADReCS_only,albumin (human)
Albumin microspheres (human),ADReCS: Bronchial disorders (excl neoplasms),Not Available,ADReCS_only,albumin microspheres (human)
Albuterol,ADReCS: Acute respiratory failure; Bronchial disorders (excl neoplasms),2083,ADReCS_only,albuterol
Alcaftadine,ADReCS: Respiratory tract infections,19371515,ADReCS_only,alcaftadine
Aldesleukin,ADReCS: Acute respiratory distress syndrome,Not Available,ADReCS_only,aldesleukin
Alendronate sodium,ADReCS: Asthma,6331783,ADReCS_only,alendronate
Alendronic acid,ADReCS: Acute respiratory failure,2088,ADReCS_only,alendronic acid
Alfacalcidol,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),5282181,ADReCS_only,alfacalcidol
Alfentanil,ADReCS: Bronchial disorders (excl neoplasms),51263,ADReCS_only,alfentanil
Alfuzosin,ADReCS: Bronchitis,2092,ADReCS_only,alfuzosin
Alglucosidase alfa,ADReCS: Bronchial disorders (excl neoplasms),Not Available,ADReCS_only,alglucosidase alfa
Alirocumab,ADReCS: Bronchitis,Not Available,ADReCS_only,alirocumab
Aliskiren hemifumarate,ADReCS: Respiratory tract infections,6918427,ADReCS_only,aliskiren hemifumarate
Alitretinoin,"ADReCS: Respiratory, thoracic and mediastinal disorders",449171,ADReCS_only,alitretinoin
Almotriptan,ADReCS: Bronchitis,123606,ADReCS_only,almotriptan
Almotriptan malate,ADReCS: Bronchitis,123607,ADReCS_only,almotriptan malate
Alogliptin,ADReCS: Interstitial lung disease,11450633,ADReCS_only,alogliptin
Alogliptin benzoate,ADReCS: Respiratory tract infections,16088021,ADReCS_only,alogliptin benzoate
Alomide,"ADReCS: Respiratory, thoracic and mediastinal disorders",44563,ADReCS_only,alomide
Alosetron,ADReCS: Respiratory tract infections,2099,ADReCS_only,alosetron
Alpha-1-proteinase inhibitor (human),ADReCS: Asthma,Not Available,ADReCS_only,alpha-1-proteinase inhibitor (human)
Alprostadil,ADReCS: Bronchial disorders (excl neoplasms),5280723,ADReCS_only,alprostadil
Alteplase,ADReCS: Pulmonary embolism,22976653,ADReCS_only,alteplase
Aluminum hydroxide,ADReCS: Respiratory disorders NEC,10176082,ADReCS_only,aluminum hydroxide
Ambenonium chloride,ADReCS: Lower respiratory tract signs and symptoms,8288,ADReCS_only,ambenonium chloride
Aminocaproic acid,ADReCS: Pulmonary embolism,564,ADReCS_only,aminocaproic acid
Aminohippuric acid,"ADReCS: Respiratory, thoracic and mediastinal disorders",2148,ADReCS_only,aminohippuric acid
Aminolevulinic acid,ADReCS: Respiratory acidoses,137,ADReCS_only,aminolevulinic acid
Aminosalicylic acid,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),4649,ADReCS_only,aminosalicylic acid
Amisulpride,ADReCS: Pulmonary embolism,2159,ADReCS_only,amisulpride
Amlexanox,"ADReCS: Respiratory, thoracic and mediastinal disorders",2161,ADReCS_only,amlexanox
Amlodipine besylate,ADReCS: Thoracic disorders (excl lung and pleura),60496,ADReCS_only,amlodipine besylate
Amobarbital,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),2164,ADReCS_only,amobarbital
Amphetamine,ADReCS: Acute pulmonary oedema,3007,ADReCS_only,amphetamine
Amphotericin b,ADReCS: Asthma,14956,ADReCS_only,amphotericin b
Amprenavir,"ADReCS: Respiratory, thoracic and mediastinal disorders",65016,ADReCS_only,amprenavir
Amsacrine,ADReCS: Thoracic disorders (excl lung and pleura),2179,ADReCS_only,amsacrine
Anileridine,ADReCS: Respiratory depression,8944,ADReCS_only,anileridine
Antagon,ADReCS: Respiratory disorders NEC,16130965,ADReCS_only,antagon
Anti-thymocyte globulin (rabbit),ADReCS: Lung disorder,Not Available,ADReCS_only,anti-thymocyte globulin (rabbit)
Antihemophilic factor (recombinant),ADReCS: Respiratory signs and symptoms NEC,Not Available,ADReCS_only,antihemophilic factor (recombinant)
Antithrombin (recombinant),ADReCS: Respiratory signs and symptoms NEC,Not Available,ADReCS_only,antithrombin (recombinant)
Antithrombin alfa,ADReCS: Respiratory signs and symptoms NEC,Not Available,ADReCS_only,antithrombin alfa
Antivenin (micrurus fulvius),ADReCS: Respiratory disorders NEC,Not Available,ADReCS_only,antivenin (micrurus fulvius)
Apomorphine,ADReCS: Respiratory tract infections,6005,ADReCS_only,apomorphine
Apraclonidine,ADReCS: Asthma; Respiratory signs and symptoms NEC,2216,ADReCS_only,apraclonidine
